id,theme,paragraph
1476,Arnold_Schwarzenegger,"In an interview with Fortune in 2004, Schwarzenegger told how he suffered what ""would now be called child abuse"" at the hands of his father: ""My hair was pulled. I was hit with belts. So was the kid next door. It was just the way it was. Many of the children I've seen were broken by their parents, which was the German-Austrian mentality. They didn't want to create an individual. It was all about conforming. I was one who did not conform, and whose will could not be broken. Therefore, I became a rebel. Every time I got hit, and every time someone said, 'you can't do this,' I said, 'this is not going to be for much longer, because I'm going to move out of here. I want to be rich. I want to be somebody.'"""
1477,Arnold_Schwarzenegger,"Schwarzenegger served in the Austrian Army in 1965 to fulfill the one year of service required at the time of all 18-year-old Austrian males. During his army service, he won the Junior Mr. Europe contest. He went AWOL during basic training so he could take part in the competition and spent a week in military prison: ""Participating in the competition meant so much to me that I didn't carefully think through the consequences."" He won another bodybuilding contest in Graz, at Steirer Hof Hotel (where he had placed second). He was voted best built man of Europe, which made him famous. ""The Mr. Universe title was my ticket to America – the land of opportunity, where I could become a star and get rich."" Schwarzenegger made his first plane trip in 1966, attending the NABBA Mr. Universe competition in London. He would come in second in the Mr. Universe competition, not having the muscle definition of American winner Chester Yorton."
1478,Arnold_Schwarzenegger,"Charles ""Wag"" Bennett, one of the judges at the 1966 competition, was impressed with Schwarzenegger and he offered to coach him. As Schwarzenegger had little money, Bennett invited him to stay in his crowded family home above one of his two gyms in Forest Gate, London, England. Yorton's leg definition had been judged superior, and Schwarzenegger, under a training program devised by Bennett, concentrated on improving the muscle definition and power in his legs. Staying in the East End of London helped Schwarzenegger improve his rudimentary grasp of the English language. Also in 1966, Schwarzenegger had the opportunity to meet childhood idol Reg Park, who became his friend and mentor. The training paid off and, in 1967, Schwarzenegger won the title for the first time, becoming the youngest ever Mr. Universe at the age of 20. He would go on to win the title a further three times. Schwarzenegger then flew back to Munich, training for four to six hours daily, attending business school and working in a health club (Rolf Putziger's gym where he worked and trained from 1966–1968), returning in 1968 to London to win his next Mr. Universe title. He frequently told Roger C. Field, his English coach and friend in Munich at that time, ""I'm going to become the greatest actor!"""
1479,Arnold_Schwarzenegger,"Schwarzenegger, who dreamed of moving to the U.S. since the age of 10, and saw bodybuilding as the avenue through which to do so, realized his dream by moving to the United States in September 1968 at the age of 21, speaking little English. There he trained at Gold's Gym in Venice, Los Angeles, California, under Joe Weider. From 1970 to 1974, one of Schwarzenegger's weight training partners was Ric Drasin, a professional wrestler who designed the original Gold's Gym logo in 1973. Schwarzenegger also became good friends with professional wrestler Superstar Billy Graham. In 1970, at age 23, he captured his first Mr. Olympia title in New York, and would go on to win the title a total of seven times."
1480,Arnold_Schwarzenegger,"He tells that during this time he ran into a friend who told him that he was teaching Transcendental Meditation (TM), which prompted Schwarzenegger to reveal he had been struggling with anxiety for the first time in his life: ""Even today, I still benefit from [the year of TM] because I don't merge and bring things together and see everything as one big problem."""
1481,Arnold_Schwarzenegger,"Schwarzenegger is considered among the most important figures in the history of bodybuilding, and his legacy is commemorated in the Arnold Classic annual bodybuilding competition. Schwarzenegger has remained a prominent face in the bodybuilding sport long after his retirement, in part because of his ownership of gyms and fitness magazines. He has presided over numerous contests and awards shows."
1482,Arnold_Schwarzenegger,"For many years, he wrote a monthly column for the bodybuilding magazines Muscle & Fitness and Flex. Shortly after being elected Governor, he was appointed executive editor of both magazines, in a largely symbolic capacity. The magazines agreed to donate $250,000 a year to the Governor's various physical fitness initiatives. When the deal, including the contract that gave Schwarzenegger at least $1 million a year, was made public in 2005, many criticized it as being a conflict of interest since the governor's office made decisions concerning regulation of dietary supplements in California. Consequently, Schwarzenegger relinquished the executive editor role in 2005. American Media Inc., which owns Muscle & Fitness and Flex, announced in March 2013 that Schwarzenegger had accepted their renewed offer to be executive editor of the magazines."
1483,Arnold_Schwarzenegger,"One of the first competitions he won was the Junior Mr. Europe contest in 1965. He won Mr. Europe the following year, at age 19. He would go on to compete in, and win, many bodybuilding contests. His bodybuilding victories included five Mr. Universe (4 – NABBA [England], 1 – IFBB [USA]) wins, and seven Mr. Olympia wins, a record which would stand until Lee Haney won his eighth consecutive Mr. Olympia title in 1991."
1484,Arnold_Schwarzenegger,"In 1967, Schwarzenegger won the Munich stone-lifting contest, in which a stone weighing 508 German pounds (254 kg/560 lbs.) is lifted between the legs while standing on two foot rests."
1485,Arnold_Schwarzenegger,"Schwarzenegger's goal was to become the greatest bodybuilder in the world, which meant becoming Mr. Olympia. His first attempt was in 1969, when he lost to three-time champion Sergio Oliva. However, Schwarzenegger came back in 1970 and won the competition, making him the youngest ever Mr. Olympia at the age of 23, a record he still holds to this day."
1486,Arnold_Schwarzenegger,"He continued his winning streak in the 1971–74 competitions. In 1975, Schwarzenegger was once again in top form, and won the title for the sixth consecutive time, beating Franco Columbu. After the 1975 Mr. Olympia contest, Schwarzenegger announced his retirement from professional bodybuilding."
1487,Arnold_Schwarzenegger,"Months before the 1975 Mr. Olympia contest, filmmakers George Butler and Robert Fiore persuaded Schwarzenegger to compete, in order to film his training in the bodybuilding documentary called Pumping Iron. Schwarzenegger had only three months to prepare for the competition, after losing significant weight to appear in the film Stay Hungry with Jeff Bridges. Lou Ferrigno proved not to be a threat, and a lighter-than-usual Schwarzenegger convincingly won the 1975 Mr. Olympia."
1488,Arnold_Schwarzenegger,"Schwarzenegger came out of retirement, however, to compete in the 1980 Mr. Olympia. Schwarzenegger was training for his role in Conan, and he got into such good shape because of the running, horseback riding and sword training, that he decided he wanted to win the Mr. Olympia contest one last time. He kept this plan a secret, in the event that a training accident would prevent his entry and cause him to lose face. Schwarzenegger had been hired to provide color commentary for network television, when he announced at the eleventh hour that while he was there: ""Why not compete?"" Schwarzenegger ended up winning the event with only seven weeks of preparation. After being declared Mr. Olympia for a seventh time, Schwarzenegger then officially retired from competition."
1489,Arnold_Schwarzenegger,"In 1999, Schwarzenegger sued Dr. Willi Heepe, a German doctor who publicly predicted his early death on the basis of a link between his steroid use and his later heart problems. As the doctor had never examined him personally, Schwarzenegger collected a US$10,000 libel judgment against him in a German court. In 1999, Schwarzenegger also sued and settled with The Globe, a U.S. tabloid which had made similar predictions about the bodybuilder's future health."
1490,Arnold_Schwarzenegger,"Schwarzenegger wanted to move from bodybuilding into acting, finally achieving it when he was chosen to play the role of Hercules in 1970's Hercules in New York. Credited under the name ""Arnold Strong,"" his accent in the film was so thick that his lines were dubbed after production. His second film appearance was as a deaf mute hit-man for the mob in director Robert Altman's The Long Goodbye (1973), which was followed by a much more significant part in the film Stay Hungry (1976), for which he was awarded a Golden Globe for New Male Star of the Year. Schwarzenegger has discussed his early struggles in developing his acting career. ""It was very difficult for me in the beginning – I was told by agents and casting people that my body was 'too weird', that I had a funny accent, and that my name was too long. You name it, and they told me I had to change it. Basically, everywhere I turned, I was told that I had no chance."""
1491,Arnold_Schwarzenegger,"Schwarzenegger drew attention and boosted his profile in the bodybuilding film Pumping Iron (1977), elements of which were dramatized; in 1991, he purchased the rights to the film, its outtakes, and associated still photography. In 1977, he also appeared in an episode of the ABC situation comedy The San Pedro Beach Bums. Schwarzenegger auditioned for the title role of The Incredible Hulk, but did not win the role because of his height. Later, Lou Ferrigno got the part of Dr. David Banner's alter ego. Schwarzenegger appeared with Kirk Douglas and Ann-Margret in the 1979 comedy The Villain. In 1980, he starred in a biographical film of the 1950s actress Jayne Mansfield as Mansfield's husband, Mickey Hargitay."
1492,Arnold_Schwarzenegger,"Schwarzenegger's breakthrough film was the sword-and-sorcery epic Conan the Barbarian in 1982, which was a box-office hit. This was followed by a sequel, Conan the Destroyer, in 1984, although it was not as successful as its predecessor. In 1983, Schwarzenegger starred in the promotional video, Carnival in Rio. In 1984, he made his first appearance as the eponymous character, and what some would say was his acting career's signature role, in James Cameron's science fiction thriller film The Terminator. Following this, Schwarzenegger made Red Sonja in 1985."
1493,Arnold_Schwarzenegger,"During the 1980s, audiences had an appetite for action films, with both Schwarzenegger and Sylvester Stallone becoming international stars. Schwarzenegger's roles reflected his sense of humor, separating him from more serious action hero films, such as the alternative universe poster for Terminator 2: Judgment Day starring Stallone in the comedy thriller Last Action Hero. He made a number of successful films, such as Commando (1985), Raw Deal (1986), The Running Man (1987), Predator (1987), and Red Heat (1988)."
1494,Arnold_Schwarzenegger,"Twins (1988), a comedy with Danny DeVito, also proved successful. Total Recall (1990) netted Schwarzenegger $10 million and 15% of the film's gross. A science fiction script, the film was based on the Philip K. Dick short story ""We Can Remember It for You Wholesale"". Kindergarten Cop (1990) reunited him with director Ivan Reitman, who directed him in Twins. Schwarzenegger had a brief foray into directing, first with a 1990 episode of the TV series Tales from the Crypt, entitled ""The Switch"", and then with the 1992 telemovie Christmas in Connecticut. He has not directed since."
1495,Arnold_Schwarzenegger,"Schwarzenegger's commercial peak was his return as the title character in 1991's Terminator 2: Judgment Day, which was the highest-grossing film of 1991. In 1993, the National Association of Theatre Owners named him the ""International Star of the Decade"". His next film project, the 1993 self-aware action comedy spoof Last Action Hero, was released opposite Jurassic Park, and did not do well at the box office. His next film, the comedy drama True Lies (1994), was a popular spy film, and saw Schwarzenegger reunited with James Cameron."
1496,Arnold_Schwarzenegger,"That same year, the comedy Junior was released, the last of Schwarzenegger's three collaborations with Ivan Reitman and again co-starring Danny DeVito. This film brought him his second Golden Globe nomination, this time for Best Actor – Musical or Comedy. It was followed by the action thriller Eraser (1996), the Christmas comedy Jingle All The Way (1996), and the comic book-based Batman & Robin (1997), in which he played the villain Mr. Freeze. This was his final film before taking time to recuperate from a back injury. Following the critical failure of Batman & Robin, his film career and box office prominence went into decline. He returned with the supernatural thriller End of Days (1999), later followed by the action films The 6th Day (2000) and Collateral Damage (2002), both of which failed to do well at the box office. In 2003, he made his third appearance as the title character in Terminator 3: Rise of the Machines, which went on to earn over $150 million domestically."
1497,Arnold_Schwarzenegger,"In tribute to Schwarzenegger in 2002, Forum Stadtpark, a local cultural association, proposed plans to build a 25-meter (82 ft) tall Terminator statue in a park in central Graz. Schwarzenegger reportedly said he was flattered, but thought the money would be better spent on social projects and the Special Olympics."
1498,Arnold_Schwarzenegger,"His film appearances after becoming Governor of California included a three-second cameo appearance in The Rundown, and the 2004 remake of Around the World in 80 Days. In 2005, he appeared as himself in the film The Kid & I. He voiced Baron von Steuben in the Liberty's Kids episode ""Valley Forge"". He had been rumored to be appearing in Terminator Salvation as the original T-800; he denied his involvement, but he ultimately did appear briefly via his image being inserted into the movie from stock footage of the first Terminator movie. Schwarzenegger appeared in Sylvester Stallone's The Expendables, where he made a cameo appearance."
1499,Arnold_Schwarzenegger,"In January 2011, just weeks after leaving office in California, Schwarzenegger announced that he was reading several new scripts for future films, one of them being the World War II action drama With Wings as Eagles, written by Randall Wallace, based on a true story. On March 6, 2011, at the Arnold Seminar of the Arnold Classic, Schwarzenegger revealed that he was being considered for several films, including sequels to The Terminator and remakes of Predator and The Running Man, and that he was ""packaging"" a comic book character. The character was later revealed to be the Governator, star of the comic book and animated series of the same name. Schwarzenegger inspired the character and co-developed it with Stan Lee, who would have produced the series. Schwarzenegger would have voiced the Governator."
1500,Arnold_Schwarzenegger,"On May 20, 2011, Schwarzenegger's entertainment counsel announced that all movie projects currently in development were being halted: ""Schwarzenegger is focusing on personal matters and is not willing to commit to any production schedules or timelines"". On July 11, 2011, it was announced that Schwarzenegger was considering a comeback film despite his legal problems. He appeared in The Expendables 2 (2012), and starred in The Last Stand (2013), his first leading role in 10 years, and Escape Plan (2013), his first co-starring role alongside Sylvester Stallone. He starred in Sabotage, released in March 2014, and appeared in The Expendables 3, released in August 2014. He starred in the fifth Terminator movie Terminator Genisys in 2015 and will reprise his role as Conan the Barbarian in The Legend of Conan."
1501,Arnold_Schwarzenegger,"In 1985, Schwarzenegger appeared in ""Stop the Madness"", an anti-drug music video sponsored by the Reagan administration. He first came to wide public notice as a Republican during the 1988 presidential election, accompanying then-Vice President George H.W. Bush at a campaign rally."
1502,Arnold_Schwarzenegger,"Schwarzenegger's first political appointment was as chairman of the President's Council on Physical Fitness and Sports, on which he served from 1990 to 1993. He was nominated by George H. W. Bush, who dubbed him ""Conan the Republican"". He later served as Chairman for the California Governor's Council on Physical Fitness and Sports under Governor Pete Wilson."
1503,Arnold_Schwarzenegger,"In an interview with Talk magazine in late 1999, Schwarzenegger was asked if he thought of running for office. He replied, ""I think about it many times. The possibility is there, because I feel it inside."" The Hollywood Reporter claimed shortly after that Schwarzenegger sought to end speculation that he might run for governor of California. Following his initial comments, Schwarzenegger said, ""I'm in show business – I am in the middle of my career. Why would I go away from that and jump into something else?"""
1504,Arnold_Schwarzenegger,"Schwarzenegger announced his candidacy in the 2003 California recall election for Governor of California on the August 6, 2003 episode of The Tonight Show with Jay Leno. Schwarzenegger had the most name recognition in a crowded field of candidates, but he had never held public office and his political views were unknown to most Californians. His candidacy immediately became national and international news, with media outlets dubbing him the ""Governator"" (referring to The Terminator movies, see above) and ""The Running Man"" (the name of another one of his films), and calling the recall election ""Total Recall"" (yet another movie starring Schwarzenegger). Schwarzenegger declined to participate in several debates with other recall replacement candidates, and appeared in only one debate on September 24, 2003."
1505,Arnold_Schwarzenegger,"On October 7, 2003, the recall election resulted in Governor Gray Davis being removed from office with 55.4% of the Yes vote in favor of a recall. Schwarzenegger was elected Governor of California under the second question on the ballot with 48.6% of the vote to choose a successor to Davis. Schwarzenegger defeated Democrat Cruz Bustamante, fellow Republican Tom McClintock, and others. His nearest rival, Bustamante, received 31% of the vote. In total, Schwarzenegger won the election by about 1.3 million votes. Under the regulations of the California Constitution, no runoff election was required. Schwarzenegger was the second foreign-born governor of California after Irish-born Governor John G. Downey in 1862."
1506,Arnold_Schwarzenegger,"As soon as Schwarzenegger was elected governor, Willie Brown said he would start a drive to recall the governor. Schwarzenegger was equally entrenched in what he considered to be his mandate in cleaning up gridlock. Building on a catchphrase from the sketch ""Hans and Franz"" from Saturday Night Live (which partly parodied his bodybuilding career), Schwarzenegger called the Democratic State politicians ""girlie men""."
1507,Arnold_Schwarzenegger,"Schwarzenegger's early victories included repealing an unpopular increase in the vehicle registration fee as well as preventing driver's licenses being given out to illegal immigrants, but later he began to feel the backlash when powerful state unions began to oppose his various initiatives. Key among his reckoning with political realities was a special election he called in November 2005, in which four ballot measures he sponsored were defeated. Schwarzenegger accepted personal responsibility for the defeats and vowed to continue to seek consensus for the people of California. He would later comment that ""no one could win if the opposition raised 160 million dollars to defeat you"". The U.S. Supreme Court later found the public employee unions' use of compulsory fundraising during the campaign had been illegal in Knox v. Service Employees International Union, Local 1000."
1508,Arnold_Schwarzenegger,"Schwarzenegger then went against the advice of fellow Republican strategists and appointed a Democrat, Susan Kennedy, as his Chief of Staff. Schwarzenegger gradually moved towards a more politically moderate position, determined to build a winning legacy with only a short time to go until the next gubernatorial election."
1509,Arnold_Schwarzenegger,"Schwarzenegger ran for re-election against Democrat Phil Angelides, the California State Treasurer, in the 2006 elections, held on November 7, 2006. Despite a poor year nationally for the Republican party, Schwarzenegger won re-election with 56.0% of the vote compared with 38.9% for Angelides, a margin of well over one million votes. In recent years, many commentators have seen Schwarzenegger as moving away from the right and towards the center of the political spectrum. After hearing a speech by Schwarzenegger at the 2006 Martin Luther King, Jr. breakfast, San Francisco mayor Gavin Newsom said that, ""[H]e's becoming a Democrat [… H]e's running back, not even to the center. I would say center-left""."
1510,Arnold_Schwarzenegger,"Wendy Leigh, who wrote an unofficial biography on Schwarzenegger, claims he plotted his political rise from an early age using the movie business and bodybuilding as building blocks to escape a depressing home. Leigh portrays Schwarzenegger as obsessed with power and quotes him as saying, ""I wanted to be part of the small percentage of people who were leaders, not the large mass of followers. I think it is because I saw leaders use 100% of their potential – I was always fascinated by people in control of other people."" Schwarzenegger has said that it was never his intention to enter politics, but he says, ""I married into a political family. You get together with them and you hear about policy, about reaching out to help people. I was exposed to the idea of being a public servant and Eunice and Sargent Shriver became my heroes."" Eunice Kennedy Shriver was sister of John F. Kennedy, and mother-in-law to Schwarzenegger; Sargent Shriver is husband to Eunice and father-in-law to Schwarzenegger. He cannot run for president as he is not a natural born citizen of the United States. In The Simpsons Movie (2007), he is portrayed as the president, and in the Sylvester Stallone movie, Demolition Man (1993, ten years before his first run for political office), it is revealed that a constitutional amendment passed which allowed Schwarzenegger to become president."
1511,Arnold_Schwarzenegger,"Schwarzenegger is a dual Austrian/United States citizen. He holds Austrian citizenship by birth and has held U.S. citizenship since becoming naturalized in 1983. Being Austrian and thus European, he was able to win the 2007 European Voice campaigner of the year award for taking action against climate change with the California Global Warming Solutions Act of 2006 and plans to introduce an emissions trading scheme with other US states and possibly with the EU."
1512,Arnold_Schwarzenegger,"Schwarzenegger's endorsement in the Republican primary of the 2008 U.S. presidential election was highly sought; despite being good friends with candidates Rudy Giuliani and Senator John McCain, Schwarzenegger remained neutral throughout 2007 and early 2008. Giuliani dropped out of the presidential race on January 30, 2008, largely because of a poor showing in Florida, and endorsed McCain. Later that night, Schwarzenegger was in the audience at a Republican debate at the Ronald Reagan Presidential Library in California. The following day, he endorsed McCain, joking, ""It's Rudy's fault!"" (in reference to his friendships with both candidates and that he could not make up his mind). Schwarzenegger's endorsement was thought to be a boost for Senator McCain's campaign; both spoke about their concerns for the environment and economy."
1513,Arnold_Schwarzenegger,"During his initial campaign for governor, allegations of sexual and personal misconduct were raised against Schwarzenegger, dubbed ""Gropegate"". Within the last five days before the election, news reports appeared in the Los Angeles Times recounting allegations of sexual misconduct from several individual women, six of whom eventually came forward with their personal stories."
1514,Arnold_Schwarzenegger,"Three of the women claimed he had grabbed their breasts, a fourth said he placed his hand under her skirt on her buttock. A fifth woman claimed Schwarzenegger tried to take off her bathing suit in a hotel elevator, and the last said he pulled her onto his lap and asked her about a sex act."
1515,Arnold_Schwarzenegger,"Schwarzenegger admitted that he has ""behaved badly sometimes"" and apologized, but also stated that ""a lot of [what] you see in the stories is not true"". This came after an interview in adult magazine Oui from 1977 surfaced, in which Schwarzenegger discussed attending sexual orgies and using substances such as marijuana. Schwarzenegger is shown smoking a marijuana joint after winning Mr. Olympia in the 1975 documentary film Pumping Iron. In an interview with GQ magazine in October 2007, Schwarzenegger said, ""[Marijuana] is not a drug. It's a leaf. My drug was pumping iron, trust me."" His spokesperson later said the comment was meant to be a joke."
1516,Arnold_Schwarzenegger,"British television personality Anna Richardson settled a libel lawsuit in August 2006 against Schwarzenegger, his top aide, Sean Walsh, and his publicist, Sheryl Main. A joint statement read: ""The parties are content to put this matter behind them and are pleased that this legal dispute has now been settled."" Richardson claimed they tried to tarnish her reputation by dismissing her allegations that Schwarzenegger touched her breast during a press event for The 6th Day in London. She claimed Walsh and Main libeled her in a Los Angeles Times article when they contended she encouraged his behavior."
1517,Arnold_Schwarzenegger,"Schwarzenegger became a naturalized U.S. citizen on September 17, 1983. Shortly before he gained his citizenship, he asked the Austrian authorities for the right to keep his Austrian citizenship, as Austria does not usually allow dual citizenship. His request was granted, and he retained his Austrian citizenship. In 2005, Peter Pilz, a member of the Austrian Parliament from the Austrian Green Party, demanded that Parliament revoke Schwarzenegger's Austrian citizenship due to his decision not to prevent the executions of Donald Beardslee and Stanley Williams, causing damage of reputation to Austria, where the death penalty has been abolished since 1968. This demand was based on Article 33 of the Austrian Citizenship Act that states: ""A citizen, who is in the public service of a foreign country, shall be deprived of his citizenship, if he heavily damages the reputation or the interests of the Austrian Republic."" Pilz claimed that Schwarzenegger's actions in support of the death penalty (prohibited in Austria under Protocol 13 of the European Convention on Human Rights) had indeed done damage to Austria's reputation. Schwarzenegger explained his actions by referring to the fact that his only duty as Governor of California was to prevent an error in the judicial system."
1518,Arnold_Schwarzenegger,"On September 27, 2006 Schwarzenegger signed a bill creating the nation's first cap on greenhouse gas emissions. The law set new regulations on the amount of emissions utilities, refineries and manufacturing plants are allowed to release into the atmosphere. Schwarzenegger also signed a second global warming bill that prohibits large utilities and corporations in California from making long-term contracts with suppliers who do not meet the state's greenhouse gas emission standards. The two bills are part of a plan to reduce California's emissions by 25 percent to 1990s levels by 2020. In 2005, Schwarzenegger issued an executive order calling to reduce greenhouse gases to 80 percent below 1990 levels by 2050."
1519,Arnold_Schwarzenegger,"Schwarzenegger signed another executive order on October 17, 2006 allowing California to work with the Northeast's Regional Greenhouse Gas Initiative. They plan to reduce carbon dioxide emissions by issuing a limited amount of carbon credits to each power plant in participating states. Any power plants that exceed emissions for the amount of carbon credits will have to purchase more credits to cover the difference. The plan took effect in 2009. In addition to using his political power to fight global warming, the governor has taken steps at his home to reduce his personal carbon footprint. Schwarzenegger has adapted one of his Hummers to run on hydrogen and another to run on biofuels. He has also installed solar panels to heat his home."
1520,Arnold_Schwarzenegger,"In respect of his contribution to the direction of the US motor industry, Schwarzenegger was invited to open the 2009 SAE World Congress in Detroit, on April 20, 2009."
1521,Arnold_Schwarzenegger,"In October 2013, the New York Post reported that Schwarzenegger was exploring a future run for president. The former California governor would face a constitutional hurdle; Article II, Section I, Clause V nominally prevents individuals who are not natural-born citizens of the United States from assuming the office. He has reportedly been lobbying legislators about a possible constitutional change, or filing a legal challenge to the provision. Columbia University law professor Michael Dorf observed that Schwarzenegger's possible lawsuit could ultimately win him the right to run for the office, noting, ""The law is very clear, but it’s not 100 percent clear that the courts would enforce that law rather than leave it to the political process."""
1522,Arnold_Schwarzenegger,"Schwarzenegger has had a highly successful business career. Following his move to the United States, Schwarzenegger became a ""prolific goal setter"" and would write his objectives at the start of the year on index cards, like starting a mail order business or buying a new car – and succeed in doing so. By the age of 30, Schwarzenegger was a millionaire, well before his career in Hollywood. His financial independence came from his success as a budding entrepreneur with a series of successful business ventures and investments."
1523,Arnold_Schwarzenegger,"In 1968, Schwarzenegger and fellow bodybuilder Franco Columbu started a bricklaying business. The business flourished thanks to the pair's marketing savvy and an increased demand following the 1971 San Fernando earthquake. Schwarzenegger and Columbu used profits from their bricklaying venture to start a mail order business, selling bodybuilding and fitness-related equipment and instructional tapes."
1524,Arnold_Schwarzenegger,"Schwarzenegger rolled profits from the mail order business and his bodybuilding competition winnings into his first real estate investment venture: an apartment building he purchased for $10,000. He would later go on to invest in a number of real estate holding companies."
1525,Arnold_Schwarzenegger,"Schwarzenegger was a founding celebrity investor in the Planet Hollywood chain of international theme restaurants (modeled after the Hard Rock Cafe) along with Bruce Willis, Sylvester Stallone and Demi Moore. Schwarzenegger severed his financial ties with the business in early 2000. Schwarzenegger said the company had not had the success he had hoped for, claiming he wanted to focus his attention on ""new US global business ventures"" and his movie career."
1526,Arnold_Schwarzenegger,"He also invested in a shopping mall in Columbus, Ohio. He has talked about some of those who have helped him over the years in business: ""I couldn't have learned about business without a parade of teachers guiding me... from Milton Friedman to Donald Trump... and now, Les Wexner and Warren Buffett. I even learned a thing or two from Planet Hollywood, such as when to get out! And I did!"" He has significant ownership in Dimensional Fund Advisors, an investment firm. Schwarzenegger is also the owner of Arnold's Sports Festival, which he started in 1989 and is held annually in Columbus, Ohio. It is a festival that hosts thousands of international health and fitness professionals which has also expanded into a three-day expo. He also owns a movie production company called Oak Productions, Inc. and Fitness Publications, a joint publishing venture with Simon & Schuster."
1527,Arnold_Schwarzenegger,"In 1992, Schwarzenegger and his wife opened a restaurant in Santa Monica called Schatzi On Main. Schatzi literally means ""little treasure,"" colloquial for ""honey"" or ""darling"" in German. In 1998, he sold his restaurant."
1528,Arnold_Schwarzenegger,"Schwarzenegger's net worth had been conservatively estimated at $100–$200 million. After separating from his wife, Maria Shriver, in 2011, it has been estimated that his net worth has been approximately $400 million, and even as high as $800 million, based on tax returns he filed in 2006. Over the years as an investor, he invested his bodybuilding and movie earnings in an array of stocks, bonds, privately controlled companies, and real estate holdings worldwide, making his net worth as an accurate estimation difficult to calculate, particularly in light of declining real estate values owing to economic recessions in the U.S. and Europe since the late 2000s. In June 1997, Schwarzenegger spent $38 million of his own money on a private Gulfstream jet. Schwarzenegger once said of his fortune, ""Money doesn't make you happy. I now have $50 million, but I was just as happy when I had $48 million."" He has also stated, ""I've made many millions as a businessman many times over."""
1529,Arnold_Schwarzenegger,"In 1969, Schwarzenegger met Barbara Outland (later Barbara Outland Baker), an English teacher he lived with until 1974. Schwarzenegger talked about Barbara in his memoir in 1977: ""Basically it came down to this: she was a well-balanced woman who wanted an ordinary, solid life, and I was not a well-balanced man, and hated the very idea of ordinary life."" Baker has described Schwarzenegger as ""[a] joyful personality, totally charismatic, adventurous, and athletic"" but claims towards the end of the relationship he became ""insufferable – classically conceited – the world revolved around him"". Baker published her memoir in 2006, entitled Arnold and Me: In the Shadow of the Austrian Oak. Although Baker, at times, painted an unflattering portrait of her former lover, Schwarzenegger actually contributed to the tell-all book with a foreword, and also met with Baker for three hours. Baker claims, for example, that she only learned of his being unfaithful after they split, and talks of a turbulent and passionate love life. Schwarzenegger has made it clear that their respective recollection of events can differ. The couple first met six to eight months after his arrival in the U.S – their first date was watching the first Apollo Moon landing on television. They shared an apartment in Santa Monica for three and a half years, and having little money, would visit the beach all day, or have barbecues in the back yard. Although Baker claims that when she first met him, he had ""little understanding of polite society"" and she found him a turn-off, she says, ""He's as much a self-made man as it's possible to be – he never got encouragement from his parents, his family, his brother. He just had this huge determination to prove himself, and that was very attractive … I'll go to my grave knowing Arnold loved me."""
1530,Arnold_Schwarzenegger,"Schwarzenegger met his next paramour, Sue Moray, a Beverly Hills hairdresser's assistant, on Venice Beach in July 1977. According to Moray, the couple led an open relationship: ""We were faithful when we were both in LA … but when he was out of town, we were free to do whatever we wanted."" Schwarzenegger met Maria Shriver at the Robert F. Kennedy Tennis Tournament in August 1977, and went on to have a relationship with both women until August 1978, when Moray (who knew of his relationship with Shriver) issued an ultimatum."
1531,Arnold_Schwarzenegger,"On April 26, 1986, Schwarzenegger married television journalist Maria Shriver, niece of President John F. Kennedy, in Hyannis, Massachusetts. The Rev. John Baptist Riordan performed the ceremony at St. Francis Xavier Catholic Church. They have four children: Katherine Eunice Schwarzenegger (born December 13, 1989 in Los Angeles); Christina Maria Aurelia Schwarzenegger (born July 23, 1991 in Los Angeles); Patrick Arnold Shriver Schwarzenegger (born September 18, 1993 in Los Angeles); and Christopher Sargent Shriver Schwarzenegger (born September 27, 1997 in Los Angeles). Schwarzenegger lives in a 11,000-square-foot (1,000 m2) home in Brentwood. The divorcing couple currently own vacation homes in Sun Valley, Idaho and Hyannis Port, Massachusetts. They attended St. Monica's Catholic Church. Following their separation, it is reported that Schwarzenegger is dating physical therapist Heather Milligan."
1532,Arnold_Schwarzenegger,"On May 9, 2011, Shriver and Schwarzenegger ended their relationship after 25 years of marriage, with Shriver moving out of the couple's Brentwood mansion. On May 16, 2011, the Los Angeles Times revealed that Schwarzenegger had fathered a son more than fourteen years earlier with an employee in their household, Mildred Patricia 'Patty' Baena. ""After leaving the governor's office I told my wife about this event, which occurred over a decade ago,"" Schwarzenegger said in a statement issued to The Times. In the statement, Schwarzenegger did not mention that he had confessed to his wife only after Shriver had confronted him with the information, which she had done after confirming with the housekeeper what she had suspected about the child."
1533,Arnold_Schwarzenegger,"Fifty-year-old Baena, of Guatemalan origin, was employed by the family for 20 years and retired in January 2011. The pregnant Baena was working in the home while Shriver was pregnant with the youngest of the couple’s four children. Baena's son with Schwarzenegger, Joseph, was born on October 2, 1997; Shriver gave birth to Christopher on September 27, 1997. Schwarzenegger says it took seven or eight years before he found out that he had fathered a child with his housekeeper. It wasn't until the boy ""started looking like me, that's when I kind of got it. I put things together,"" the action star and former California governor, told 60 Minutes. Schwarzenegger has taken financial responsibility for the child ""from the start and continued to provide support."" KNX 1070 radio reported that in 2010 he bought a new four-bedroom house, with a pool, for Baena and their son in Bakersfield, about 112 miles (180 km) north of Los Angeles. Baena separated from her husband, Rogelio, in 1997, a few months after Joseph's birth, and filed for divorce in 2008. Baena's ex-husband says that the child's birth certificate was falsified and that he plans to sue Schwarzenegger for engaging in conspiracy to falsify a public document, a serious crime in California."
